steam_id,achievement_name,timestamp
76561199109113170,ACH00,1627839750
76561199109113170,ACH30,1627854466
76561199109113170,ACH31,1637887099
76561199109113170,ACH49,1637649684
76561199109113170,ACHH1,1637665442
76561199109113170,ACHR4,1628295581
76561199109113170,ACHGO4,1637660914
76561199158349482,ACH00,1687373189
76561199158349482,ACH01,1698562131
76561199158349482,ACH05,1696441743
76561199158349482,ACH23,1698447876
76561199158349482,ACH26,1699662075
76561199158349482,ACH27,1698451075
76561199158349482,ACH30,1685984851
76561199158349482,ACH39,1695217035
76561199158349482,ACH49,1686143581
76561199158349482,ACHR4,1695484209
76561199158349482,ACHR9,1695484198
76561198861357138,ACH00,1584798199
76561198861357138,ACH50,1684827942
76561198861357138,ACH14,1684830236
76561198861357138,ACH19,1684830221
76561198861357138,ACH24,1684830245
76561198861357138,ACH26,1682229113
76561198861357138,ACH28,1612721479
76561198861357138,ACH30,1584799540
76561198861357138,ACH31,1610903167
76561198861357138,ACH32,1626807714
76561198861357138,ACH39,1608736068
76561198861357138,ACH49,1612621460
76561198861357138,ACH51,1684827976
76561198861357138,ACHH1,1615739350
76561198861357138,ACHGO1,1626806959
76561198861357138,ACHGO6,1682873355
76561198026061904,ACH00,1698257114
76561198026061904,ACH01,1698257114
76561198026061904,ACH05,1698257114
76561198026061904,ACH30,1698257114
76561198026061904,ACH31,1698257114
76561198026061904,ACH32,1698257114
76561198026061904,ACH33,1698257114
76561198026061904,ACH40,1698257114
76561198026061904,ACH41,1698257114
76561198026061904,ACH49,1698257114
76561199505731761,ACH00,1687432800
76561199505731761,ACH01,1687432800
76561199505731761,ACH02,1687432800
76561199505731761,ACH03,1687432800
76561199505731761,ACH04,1687432800
76561199505731761,ACH05,1687432800
76561199505731761,ACH06,1687432800
76561199505731761,ACH42,1687432800
76561199505731761,ACH07,1687432800
76561199505731761,ACH08,1687432800
76561199505731761,ACH09,1687432800
76561199505731761,ACH10,1687432800
76561199505731761,ACH11,1687432800
76561199505731761,ACH50,1687432800
76561199505731761,ACH12,1687432800
76561199505731761,ACH13,1687432800
76561199505731761,ACH14,1687432800
76561199505731761,ACH15,1687432800
76561199505731761,ACH16,1687432800
76561199505731761,ACH17,1687432800
76561199505731761,ACH18,1687432800
76561199505731761,ACH19,1687432800
76561199505731761,ACH20,1687432800
76561199505731761,ACH21,1687432800
76561199505731761,ACH22,1687432800
76561199505731761,ACH23,1687432800
76561199505731761,ACH24,1687432800
76561199505731761,ACH25,1687432800
76561199505731761,ACH26,1687432800
76561199505731761,ACH27,1687432800
76561199505731761,ACH28,1687432800
76561199505731761,ACH29,1687432800
76561199505731761,ACH30,1684319615
76561199505731761,ACH31,1686221115
76561199505731761,ACH32,1687432800
76561199505731761,ACH33,1687432800
